Date,Action,Symbol,Entry,Exit,Qty,Target,Stoploss,PNL
2026-08-02 13:22:01,BUY,RELIANCE.NS,1307.800048828125,0.0,400.0,1333.96,1294.72,0.0
2026-08-02 22:48:27,BUY,RELIANCE.NS,1307.800048828125,0.0,400.0,1333.96,1294.72,0.0
2026-08-06 12:29:23,BUY,RELIANCE.NS,1316.199951171875,0.0,400.0,1342.52,1303.04,0.0
2026-08-13 11:42:30,BUY,NIFTY,100.0,,10.0,140.0,80.0,0.0
2026-08-13 11:42:30,SELL,NIFTY,100.0,120.0,10.0,140.0,80.0,200.0
2026-08-13 11:44:56,BUY,NIFTY,100.0,,10.0,140.0,80.0,0.0
2026-08-13 11:44:57,SELL,NIFTY,100.0,90.0,10.0,140.0,80.0,-100.0
2026-08-13 11:47:29,BUY,NIFTY,100.0,0.0,10.0,102.0,99.0,0.0
2026-08-13 11:49:45,BUY,NIFTY,100.0,0.0,10.0,102.0,99.0,0.0
2026-08-13 11:54:20,BUY,NIFTY,100.0,0.0,10.0,102.0,99.0,0.0
2026-08-13 11:54:20,SELL,NIFTY,100.0,102.0,10.0,102.0,101.49,20.0
2026-08-13 11:58:23,BUY,NIFTY,100.0,0.0,10.0,102.0,99.0,0.0
2026-08-13 11:58:23,SELL,NIFTY,100.0,98.0,10.0,102.0,99.0,-20.0
2026-08-13 17:31:11,BUY,NIFTY,100.0,,10.0,140.0,80.0,0.0
2026-08-13 17:32:02,BUY,NIFTY,100.0,,10.0,140.0,80.0,0.0
2026-08-13 17:32:02,SELL,NIFTY,100.0,140.0,10.0,140.0,80.0,400.0
2026-08-13 17:32:38,BUY,NIFTY,100.0,,10.0,140.0,80.0,0.0
2026-08-13 17:32:38,SELL,NIFTY,100.0,80.0,10.0,140.0,80.0,-200.0
2026-08-13 17:33:10,BUY,NIFTY,100.0,,10.0,140.0,80.0,0.0
2026-08-13 17:33:10,SELL,NIFTY,100.0,140.0,10.0,140.0,80.0,400.0
2026-08-13 17:33:39,BUY,NIFTY,100.0,,10.0,140.0,80.0,0.0
2026-08-13 17:33:39,SELL,NIFTY,100.0,80.0,10.0,140.0,80.0,-200.0
2026-09-03 11:17:19,BUY,^NSEI,100.0,,1.0,140.0,80.0,0.0
2026-09-05 19:15:52,BUY,1000BONKUSD,0.00329568,,1.0,0.00336159,0.00326272,0.0
2026-09-05 19:30:46,BUY,1000BONKUSD,0.00329568,,1.0,0.00336159,0.00326272,0.0
2026-09-05 19:43:06,BUY,1000BONKUSD,0.00329568,,1.0,0.0033616,0.00326272,0.0
2026-09-05 19:44:36,BUY,1000BONKUSD,0.00329568,,1.0,0.0033616,0.00326272,0.0
2026-09-05 19:46:05,BUY,1000BONKUSD,0.00329568,,1.0,0.0033616,0.00326272,0.0
2026-09-05 19:49:34,BUY,1000BONKUSD,0.00329568,,1.0,0.0033616,0.00326272,0.0
2026-09-05 19:49:34,SELL,1000BONKUSD,0.00329568,0.0033616,1.0,0.0033616,0.00326272,0.0
2026-09-05 19:50:08,BUY,1000BONKUSD,0.00329568,,1.0,0.0033616,0.00326272,0.0
2026-09-05 19:50:08,SELL,1000BONKUSD,0.00329568,0.00326272,1.0,0.0033616,0.00326272,-0.0
2026-09-05 23:00:02,BUY,1000BONKUSD,0.00330691,,1.0,0.00337305,0.00327384,0.0
2026-09-05 23:26:25,BUY,1000BONKUSD,0.00331718,,1.0,0.00338352,0.00328401,0.0
2026-09-05 23:48:59,BUY,1000BONKUSD,0.00332038,,1.0,0.00338678,0.00328718,0.0
2026-09-06 00:09:22,BUY,1000BONKUSD,0.00330641,,1.0,0.00337253,0.00327335,0.0
2026-09-06 10:54:50,BUY,1000BONKUSD,0.00333195,,1.0,0.00339859,0.00329863,0.0
2026-09-07 18:52:08,BUY,1000BONKUSD,0.00321892,,1.0,0.0032833,0.00318673,0.0
2026-09-07 18:52:23,SELL,1000BONKUSD,0.00321892,0.00322394,1.0,0.0032833,0.00318673,0.0
2026-09-07 18:52:23,BUY,1000BONKUSD,0.00322394,,1.0,0.00328842,0.0031917,0.0
2026-09-07 18:52:38,SELL,1000BONKUSD,0.00322394,0.00322093,1.0,0.00328842,0.0031917,-0.0
2026-09-07 18:52:38,BUY,1000BONKUSD,0.00322093,,1.0,0.00328535,0.00318872,0.0
2026-09-07 18:52:53,SELL,1000BONKUSD,0.00322093,0.00322368,1.0,0.00328535,0.00318872,0.0
2026-09-07 18:52:53,BUY,1000BONKUSD,0.00322368,,1.0,0.00328816,0.00319144,0.0
2026-09-07 18:53:08,SELL,1000BONKUSD,0.00322368,0.00322491,1.0,0.00328816,0.00319144,0.0
2026-09-07 18:53:08,BUY,1000BONKUSD,0.00322491,,1.0,0.00328941,0.00319266,0.0
2026-09-07 18:53:23,SELL,1000BONKUSD,0.00322491,0.00322426,1.0,0.00328941,0.00319266,-0.0
2026-09-07 18:53:23,BUY,1000BONKUSD,0.00322426,,1.0,0.00328874,0.00319202,0.0
2026-09-07 18:53:38,SELL,1000BONKUSD,0.00322426,0.00322878,1.0,0.00328874,0.00319202,0.0
2026-09-07 18:53:38,BUY,1000BONKUSD,0.00322878,,1.0,0.00329336,0.00319649,0.0
2026-09-07 18:53:54,SELL,1000BONKUSD,0.00322878,0.00322653,1.0,0.00329336,0.00319649,-0.0
2026-09-07 18:53:54,BUY,1000BONKUSD,0.00322653,,1.0,0.00329107,0.00319426,0.0
2026-09-07 18:54:08,SELL,1000BONKUSD,0.00322653,0.00322734,1.0,0.00329107,0.00319426,0.0
2026-09-07 18:54:08,BUY,1000BONKUSD,0.00322734,,1.0,0.00329188,0.00319507,0.0
2026-09-07 18:54:23,SELL,1000BONKUSD,0.00322734,0.00323157,1.0,0.00329188,0.00319507,0.0
2026-09-07 18:54:23,BUY,1000BONKUSD,0.00323157,,1.0,0.00329621,0.00319925,0.0
2026-09-07 18:54:38,SELL,1000BONKUSD,0.00323157,0.0032313,1.0,0.00329621,0.00319925,-0.0
2026-09-07 18:54:38,BUY,1000BONKUSD,0.0032313,,1.0,0.00329592,0.00319899,0.0
2026-09-07 18:55:27,SELL,1000BONKUSD,0.0032313,0.00322724,1.0,0.00329592,0.00319899,-0.0
2026-09-07 18:55:27,BUY,1000BONKUSD,0.00322724,,1.0,0.00329178,0.00319497,0.0
2026-09-07 18:55:38,SELL,1000BONKUSD,0.00322724,0.00322745,1.0,0.00329178,0.00319497,0.0
2026-09-07 18:55:38,BUY,1000BONKUSD,0.00322745,,1.0,0.00329199,0.00319518,0.0
2026-09-07 18:55:53,SELL,1000BONKUSD,0.00322745,0.00322356,1.0,0.00329199,0.00319518,-0.0
2026-09-07 18:55:53,BUY,1000BONKUSD,0.00322356,,1.0,0.00328804,0.00319132,0.0
2026-09-07 18:56:08,SELL,1000BONKUSD,0.00322356,0.00322594,1.0,0.00328804,0.00319132,0.0
2026-09-07 18:56:08,BUY,1000BONKUSD,0.00322594,,1.0,0.00329046,0.00319368,0.0
2026-09-07 18:56:23,SELL,1000BONKUSD,0.00322594,0.0032305,1.0,0.00329046,0.00319368,0.0
2026-09-07 18:56:23,BUY,1000BONKUSD,0.0032305,,1.0,0.0032951,0.0031982,0.0
2026-09-07 18:56:39,SELL,1000BONKUSD,0.0032305,0.00322989,1.0,0.0032951,0.0031982,-0.0
2026-09-07 18:56:39,BUY,1000BONKUSD,0.00322989,,1.0,0.00329449,0.00319759,0.0
2026-09-07 18:56:53,SELL,1000BONKUSD,0.00322989,0.00322984,1.0,0.00329449,0.00319759,-0.0
2026-09-07 18:56:53,BUY,1000BONKUSD,0.00322984,,1.0,0.00329444,0.00319754,0.0
2026-09-07 18:57:08,SELL,1000BONKUSD,0.00322984,0.00322674,1.0,0.00329444,0.00319754,-0.0
2026-09-07 18:57:08,BUY,1000BONKUSD,0.00322674,,1.0,0.00329128,0.00319447,0.0
2026-09-07 18:57:24,SELL,1000BONKUSD,0.00322674,0.00322874,1.0,0.00329128,0.00319447,0.0
2026-09-07 18:57:24,BUY,1000BONKUSD,0.00322874,,1.0,0.00329332,0.00319645,0.0
2026-09-07 18:57:39,SELL,1000BONKUSD,0.00322874,0.00322782,1.0,0.00329332,0.00319645,-0.0
2026-09-07 18:57:39,BUY,1000BONKUSD,0.00322782,,1.0,0.00329238,0.00319554,0.0
2026-09-07 18:57:54,SELL,1000BONKUSD,0.00322782,0.00322647,1.0,0.00329238,0.00319554,-0.0
2026-09-07 18:57:54,BUY,1000BONKUSD,0.00322647,,1.0,0.00329099,0.00319421,0.0
2026-09-07 18:58:09,SELL,1000BONKUSD,0.00322647,0.00322611,1.0,0.00329099,0.00319421,-0.0
2026-09-07 18:58:09,BUY,1000BONKUSD,0.00322611,,1.0,0.00329063,0.00319385,0.0
2026-09-07 18:58:38,SELL,1000BONKUSD,0.00322611,0.00322617,1.0,0.00329063,0.00319385,0.0
2026-09-07 18:58:39,BUY,1000BONKUSD,0.00322617,,1.0,0.00329069,0.00319391,0.0
2026-09-07 18:59:39,SELL,1000BONKUSD,0.00322617,0.00323011,1.0,0.00329069,0.00319391,0.0
2026-09-07 18:59:39,BUY,1000BONKUSD,0.00323011,,1.0,0.00329471,0.00319781,0.0
2026-09-07 19:06:39,SELL,1000BONKUSD,0.00323011,0.00319729,1.0,0.00329471,0.00319781,-0.0
2026-09-07 22:10:57,BUY,1000BONKUSD,0.00317847,,1.0,0.00324203,0.00314669,0.0
2026-09-07 22:23:00,BUY,1000BONKUSD,0.00317788,,1.0,0.00324144,0.0031461,0.0
2026-09-07 22:58:21,BUY,1000BONKUSD,0.00317273,,1.0,0.0032361846,0.0031410026999999,0.0
2026-09-07 23:56:56,SELL,1000BONKUSD,0.00317788,0.00315843,1.0,0.00324144,0.0031461,-0.0
2026-09-08 16:35:43,SHORT,1000BONKUSD,0.00312775,,1.0,0.0030651949999999,0.0031590274999999,0.0
2026-09-08 17:13:10,SHORT,1000BONKUSD,0.00310731,,1.0,0.0030451638,0.0031383831,0.0
2026-09-08 17:20:21,SHORT,1000BONKUSD,0.00310211,,1.0,0.0030400678,0.0031331311,0.0
2026-09-08 17:43:10,SHORT,1000BONKUSD,0.00309571,,1.0,0.0030337958,0.0031266671,0.0
2026-09-08 17:49:05,SHORT,1000BONKUSD,0.00309116,,1.0,0.0030293368,0.0031220716,0.0
2026-09-08 21:25:00,BUY,1000BONKUSD,0.00312175,,1.0,0.003184185,0.0030905324999999,0.0
2026-09-08 21:45:15,BUY,1000BONKUSD,0.00309798,,1.0,0.0031599396,0.0030670002,0.0
2026-09-08 21:50:30,SELL,1000BONKUSD,0.00309798,0.00308636,1.0,0.0031599396,0.0030670002,-0.0
2026-09-08 21:50:30,SHORT,1000BONKUSD,0.00308636,,1.0,0.0030246327999999,0.0031172236,0.0
2026-09-08 21:52:03,SHORT,1000BONKUSD,0.00308724,,1.0,0.0030254952,0.0031181124,0.0
2026-09-08 21:54:44,SHORT,1000BONKUSD,0.00308347,,1.0,0.0030218006,0.0031143047,0.0
2026-09-08 22:05:12,SHORT,1000BONKUSD,0.00308504,,1.0,0.0030233392,0.0031158903999999,0.0
2026-09-08 22:13:16,SHORT,1000BONKUSD,0.00309861,,1.0,0.0030366378,0.0031295961,0.0
2026-09-08 22:17:44,SHORT,1000BONKUSD,0.00309875,,1.0,0.003036775,0.0031297375,0.0
2026-09-09 15:54:17,SHORT,1000BONKUSD,0.00302862,,1.0,0.0029680476,0.0030589062,0.0
2026-09-10 23:24:50,BUY,1000BONKUSD,0.00272069,,1.0,0.0027751038,0.0026934831,0.0
2026-09-10 23:36:00,BUY,1000BONKUSD,0.00270019,,1.0,0.0027541938,0.0026731881,0.0
2026-09-11 18:12:18,BUY,1000BONKUSD,0.00272145,,1.0,0.0027758789999999,0.0026942355,0.0
2026-09-17 12:21:00,BUY,^NSEI,130.75,,65.0,133.365,129.4425,0.0
2026-09-17 12:21:00,BUY,^NSEI,114.8,,65.0,117.096,113.652,0.0
2026-09-17 12:22:13,SELL,^NSEI,130.75,133.8,65.0,133.365,129.4425,198.25
2026-09-17 12:22:13,SELL,^NSEI,114.8,113.3,65.0,117.096,113.652,-97.5
2026-09-17 12:22:13,BUY,^NSEI,133.8,,65.0,136.476,132.462,0.0
2026-09-17 12:22:13,BUY,^NSEI,113.3,,65.0,115.566,112.167,0.0
2026-09-17 12:22:27,SELL,^NSEI,113.3,111.5,65.0,115.566,112.167,-117.0
2026-09-17 12:22:27,BUY,^NSEI,111.5,,65.0,113.73,110.385,0.0
2026-09-17 12:22:43,SELL,^NSEI,133.8,138.8,65.0,136.476,132.462,325.0
2026-09-17 12:22:43,SELL,^NSEI,111.5,109.65,65.0,113.73,110.385,-120.25
2026-09-17 12:22:43,BUY,^NSEI,138.8,,65.0,141.576,137.412,0.0
2026-09-17 12:22:43,BUY,^NSEI,109.65,,65.0,111.843,108.5535,0.0
2026-09-17 12:22:58,SELL,^NSEI,138.8,142.6,65.0,141.576,137.412,247.0
2026-09-17 12:22:58,SELL,^NSEI,109.65,107.15,65.0,111.843,108.5535,-162.5
2026-09-17 12:22:58,BUY,^NSEI,142.6,,65.0,145.452,141.174,0.0
2026-09-17 12:22:58,BUY,^NSEI,107.15,,65.0,109.293,106.0785,0.0
2026-09-17 12:24:03,SELL,^NSEI,142.6,137.45,65.0,145.452,141.174,-334.75
2026-09-17 12:24:03,SELL,^NSEI,107.15,110.8,65.0,109.293,106.0785,237.25
2026-09-17 12:24:03,BUY,^NSEI,137.45,,65.0,140.199,136.0755,0.0
2026-09-17 12:24:03,BUY,^NSEI,110.8,,65.0,113.016,109.692,0.0
2026-09-17 12:25:01,SELL,^NSEI,137.45,135.7,65.0,140.199,136.0755,-113.75
2026-09-17 12:25:01,BUY,^NSEI,135.7,,65.0,138.414,134.343,0.0
2026-09-17 12:26:01,SELL,^NSEI,135.7,132.65,65.0,138.414,134.343,-198.25
2026-09-17 12:26:01,SELL,^NSEI,110.8,113.25,65.0,113.016,109.692,159.25
2026-09-17 12:26:01,BUY,^NSEI,132.65,,65.0,135.303,131.3235,0.0
2026-09-17 12:26:01,BUY,^NSEI,113.25,,65.0,115.515,112.1175,0.0
2026-09-17 12:27:01,SELL,^NSEI,132.65,130.65,65.0,135.303,131.3235,-130.0
2026-09-17 12:27:01,SELL,^NSEI,113.25,115.65,65.0,115.515,112.1175,156.0
2026-09-17 12:27:01,BUY,^NSEI,130.65,,65.0,133.263,129.3435,0.0
2026-09-17 12:27:01,BUY,^NSEI,115.65,,65.0,117.963,114.4935,0.0
2026-09-17 12:31:04,SELL,^NSEI,130.65,126.6,65.0,133.263,129.3435,-263.25
2026-09-17 12:31:04,SELL,^NSEI,115.65,119.45,65.0,117.963,114.4935,247.0
2026-09-17 12:31:04,BUY,^NSEI,126.6,,65.0,129.132,125.334,0.0
2026-09-17 12:31:04,BUY,^NSEI,119.45,,65.0,121.839,118.2555,0.0
2026-09-17 12:32:04,SELL,^NSEI,126.6,129.35,65.0,129.132,125.334,178.75
2026-09-17 12:32:04,SELL,^NSEI,119.45,116.55,65.0,121.839,118.2555,-188.5
2026-09-17 12:32:04,BUY,^NSEI,129.35,,65.0,131.937,128.0565,0.0
2026-09-17 12:32:04,BUY,^NSEI,116.55,,65.0,118.881,115.3845,0.0
2026-09-17 12:34:04,SELL,^NSEI,116.55,114.2,65.0,118.881,115.3845,-152.75
2026-09-17 12:34:04,BUY,^NSEI,114.2,,65.0,116.484,113.058,0.0
2026-09-17 12:35:04,SELL,^NSEI,129.35,132.9,65.0,131.937,128.0565,230.75
2026-09-17 12:35:04,BUY,^NSEI,132.9,,65.0,135.558,131.571,0.0
2026-09-17 12:35:30,BUY,^NSEI,133.15,,65.0,135.813,131.8185,0.0
2026-09-17 12:36:01,SELL,^NSEI,114.2,111.5,65.0,116.484,113.058,-175.5
2026-09-17 12:36:01,BUY,^NSEI,111.5,,65.0,113.73,110.385,0.0
2026-09-17 12:36:08,SELL,^NSEI,133.15,135.85,65.0,135.813,131.8185,175.5
2026-09-17 12:36:08,BUY,^NSEI,135.85,,65.0,138.567,134.4915,0.0
2026-09-17 12:37:04,SELL,^NSEI,132.9,139.0,65.0,135.558,131.571,396.5
2026-09-17 12:37:04,SELL,^NSEI,111.5,109.45,65.0,113.73,110.385,-133.25
2026-09-17 12:37:04,BUY,^NSEI,139.0,,65.0,141.78,137.61,0.0
2026-09-17 12:37:04,BUY,^NSEI,109.45,,65.0,111.639,108.3555,0.0
2026-09-17 13:28:19,SELL,^NSEI,135.85,144.95,65.0,138.567,134.4915,591.5
2026-09-17 23:22:09,SHORT,1000BONKUSD,0.00272731,,1.0,0.00267276,0.00275458,0.0
2026-09-17 23:42:18,SHORT,1000BONKUSD,0.00272393,,1.0,0.00266945,0.00275117,0.0
2026-09-17 23:50:35,SHORT,1000BONKUSD,0.00272823,,1.0,0.00267367,0.00275551,0.0
2026-09-18 14:09:38,BUY,^NSEI,97.1,,65.0,99.042,96.129,0.0
2026-09-18 14:12:53,SELL,^NSEI,97.1,93.1,65.0,99.042,96.129,-260.0
2026-09-18 14:12:53,BUY,^NSEI,93.1,,65.0,94.962,92.169,0.0
